Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Dice @0.5,Best Threshold,Test Dice @best,Dice @0.05,Dice @0.10,Dice @0.15,Dice @0.20,Dice @0.25,Dice @0.30,Dice @0.35,Dice @0.40,Dice @0.45,Dice @0.50,Dice @0.55,Dice @0.60,Dice @0.65,Dice @0.70,Dice @0.75,Dice @0.80,Dice @0.85,Dice @0.90,Dice @0.95
KDSB,BT-UNet,outbn0,1,ensemble,filtered,5,5,,0.5626253485679626,0.5,0.5626253485679626,0.2908117175102234,0.32278305292129517,0.4106314778327942,0.4531327784061432,0.4915502369403839,0.517058789730072,0.545096755027771,0.5592517852783203,0.5626101493835449,0.5626253485679626,0.559626579284668,0.5576745271682739,0.5553832054138184,0.5520176887512207,0.5472849607467651,0.5418139696121216,0.5279467701911926,0.497670978307724,0.41264235973358154
KDSB,BT-UNet,outbn0,1,ensemble,unfiltered,5,5,,0.5626253485679626,0.5,0.5626253485679626,0.2908117175102234,0.32278305292129517,0.4106314778327942,0.4531327784061432,0.4915502369403839,0.517058789730072,0.545096755027771,0.5592517852783203,0.5626101493835449,0.5626253485679626,0.559626579284668,0.5576745271682739,0.5553832054138184,0.5520176887512207,0.5472849607467651,0.5418139696121216,0.5279467701911926,0.497670978307724,0.41264235973358154
KDSB,BT-UNet,outbn0,5,ensemble,filtered,5,5,,0.6347602605819702,0.55,0.6364337205886841,0.34663793444633484,0.4915750324726105,0.5702078342437744,0.5967320203781128,0.6078145503997803,0.6161866784095764,0.6234329342842102,0.628271222114563,0.6322412490844727,0.6347602605819702,0.6364337205886841,0.6362640261650085,0.6339111924171448,0.6287385821342468,0.6183150410652161,0.602327287197113,0.5766046643257141,0.5354256629943848,0.46289581060409546
KDSB,BT-UNet,outbn0,5,ensemble,unfiltered,5,5,,0.6347602605819702,0.55,0.6364337205886841,0.34663793444633484,0.4915750324726105,0.5702078342437744,0.5967320203781128,0.6078145503997803,0.6161866784095764,0.6234329342842102,0.628271222114563,0.6322412490844727,0.6347602605819702,0.6364337205886841,0.6362640261650085,0.6339111924171448,0.6287385821342468,0.6183150410652161,0.602327287197113,0.5766046643257141,0.5354256629943848,0.46289581060409546
KDSB,BT-UNet,outbn0,10,ensemble,filtered,5,5,,0.8095589280128479,0.45,0.8136388659477234,0.44232022762298584,0.557931661605835,0.6382216811180115,0.6903834939002991,0.7324694395065308,0.7683809995651245,0.7936684489250183,0.8089792132377625,0.8136388659477234,0.8095589280128479,0.7913210988044739,0.7571834921836853,0.720575213432312,0.68658846616745,0.6510661840438843,0.6063669323921204,0.5480243563652039,0.46555760502815247,0.3511059284210205
KDSB,BT-UNet,outbn0,10,ensemble,unfiltered,5,5,,0.8095589280128479,0.45,0.8136388659477234,0.44232022762298584,0.557931661605835,0.6382216811180115,0.6903834939002991,0.7324694395065308,0.7683809995651245,0.7936684489250183,0.8089792132377625,0.8136388659477234,0.8095589280128479,0.7913210988044739,0.7571834921836853,0.720575213432312,0.68658846616745,0.6510661840438843,0.6063669323921204,0.5480243563652039,0.46555760502815247,0.3511059284210205
KDSB,BT-UNet,outbn0,20,ensemble,filtered,5,5,,0.8337224125862122,0.35,0.8349836468696594,0.8153116703033447,0.8281821608543396,0.8317005634307861,0.8328633904457092,0.834032416343689,0.8346226811408997,0.8349836468696594,0.8348550200462341,0.8344359397888184,0.8337224125862122,0.8326060175895691,0.8305707573890686,0.828204333782196,0.8250863552093506,0.8207584619522095,0.8146151900291443,0.806145191192627,0.7934330701828003,0.7683281302452087
KDSB,BT-UNet,outbn0,20,ensemble,unfiltered,5,5,,0.8337224125862122,0.35,0.8349836468696594,0.8153116703033447,0.8281821608543396,0.8317005634307861,0.8328633904457092,0.834032416343689,0.8346226811408997,0.8349836468696594,0.8348550200462341,0.8344359397888184,0.8337224125862122,0.8326060175895691,0.8305707573890686,0.828204333782196,0.8250863552093506,0.8207584619522095,0.8146151900291443,0.806145191192627,0.7934330701828003,0.7683281302452087
KDSB,BT-UNet,outbn0,50,ensemble,filtered,5,5,,0.8577513098716736,0.3,0.8613848090171814,0.8410132527351379,0.852603554725647,0.8573716282844543,0.8596821427345276,0.860987663269043,0.8613848090171814,0.8612110614776611,0.8604462742805481,0.8591577410697937,0.8577513098716736,0.8554904460906982,0.8531001210212708,0.8501248955726624,0.8463431596755981,0.8420276641845703,0.8363984823226929,0.8297799825668335,0.8203117847442627,0.802506685256958
KDSB,BT-UNet,outbn0,50,ensemble,unfiltered,5,5,,0.8577513098716736,0.3,0.8613848090171814,0.8410132527351379,0.852603554725647,0.8573716282844543,0.8596821427345276,0.860987663269043,0.8613848090171814,0.8612110614776611,0.8604462742805481,0.8591577410697937,0.8577513098716736,0.8554904460906982,0.8531001210212708,0.8501248955726624,0.8463431596755981,0.8420276641845703,0.8363984823226929,0.8297799825668335,0.8203117847442627,0.802506685256958
KDSB,Baseline,base,1,ensemble,filtered,4,5,3,0.44497594237327576,0.5,0.44497594237327576,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.44497594237327576,0.1502695381641388,0.052065569907426834,0.004553059581667185,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,base,1,ensemble,unfiltered,5,5,,0.43053174018859863,0.5,0.43053174018859863,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.43053174018859863,0.10006401687860489,0.014191201888024807,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
